train_loss,val_loss,best_mean,best_median,best_trimean,best_bst25,best_wst25,best_wst5,mean,median,trimean,bst25,wst25,wst5
14.060506233802208,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
12.830100912946605,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
12.466511834442457,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
12.366272313525252,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
12.291793027591327,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
11.847349130190336,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
11.012904172076471,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10.716405777384178,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10.184140743880436,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10.017976394422174,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10.376916508775807,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10.048808312068251,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
9.81038244787989,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
9.722360881080046,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
9.784119070682982,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
9.123770720821952,15.487481941103312,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203
9.354739307329572,0,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203
7.765050141066708,0,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203
7.0411831277276855,0,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203
6.707807467929248,0,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203,15.487481941103312,15.711397171020508,15.344926834106445,8.970727352385826,22.014947295188904,19.943347930908203
6.1107950239425,14.511066962911196,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586
5.650223491402141,0,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586
6.543886231174519,0,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586
6.007316462814176,0,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586
5.871854541551529,0,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586,14.511066962911196,15.745500564575195,15.244827628135681,5.682308123466816,21.214302738507588,22.532888412475586
5.6120634717713616,10.15960535641116,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709
5.772315902324191,0,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709
5.813539482475275,0,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709
5.839700434742303,0,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709
5.188027063320423,0,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709,10.15960535641116,10.844368934631348,10.44659799337387,3.622521311678785,15.731210768222809,17.13010311126709
5.238700725770597,6.232726756190754,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738
5.618079922520197,0,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738
5.542630452771402,0,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738
5.38520310123498,0,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738
5.149219354738133,0,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738,6.232726756190754,6.343471527099609,6.218668699264526,3.1636531910997756,9.282800594965616,10.607586860656738
5.15678996219243,5.589957547749524,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197
5.135961739548954,0,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197
5.547236801004062,0,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197
5.0305806283767405,0,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197
5.452882135637717,0,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197,5.589957547749524,5.361546993255615,5.359244704246521,3.109104129862278,8.483855058749517,9.648661136627197
5.418080860328927,4.779616347782275,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232
4.901709103853064,0,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232
5.255572396342887,0,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232
5.271610988269434,0,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232
4.8480989351987205,0,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232,4.779616347782275,4.4516191482543945,4.548400163650513,2.349240041793661,7.704798340797424,8.393588542938232
5.322899360575316,4.489500458327887,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578
4.662161699893936,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578
5.067366602803415,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578
4.835526585322002,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578
5.1717226925041695,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578
5.308660264040494,5.233162875574921,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,5.233162875574921,4.9362592697143555,4.920926213264465,1.8262241013506626,9.343350460131964,11.167839050292969
4.877356202991319,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,5.233162875574921,4.9362592697143555,4.920926213264465,1.8262241013506626,9.343350460131964,11.167839050292969
5.5169289340944445,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,5.233162875574921,4.9362592697143555,4.920926213264465,1.8262241013506626,9.343350460131964,11.167839050292969
4.669619028859176,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,5.233162875574921,4.9362592697143555,4.920926213264465,1.8262241013506626,9.343350460131964,11.167839050292969
5.098686746956499,0,4.489500458327887,3.9721713066101074,4.088441967964172,1.8280946371403146,7.985620280106862,9.363849639892578,5.233162875574921,4.9362592697143555,4.920926213264465,1.8262241013506626,9.343350460131964,11.167839050292969
